,Name,Score,Score_Rank,Popularity_Rank,Members,Favorites,Studio,episodes,Genres,Theme(s),Demographic,rating,duration,platform,aired_time,overview,related_animes,caracter_name,hero,sup_heros,supporters,Adaptation,Prequel,Alternative_version,Side_story,Sequel
203,Usagi Drop,8.36,204,420,476384,5984,Production I.G,11,"Adventure, Award Winning, Fantasy","Childcare, Iyashikei",Josei,PG-13 - Teens 13 or older,22 min. ,TV,Jul 8/2011 to Sep 16/2011,"Daikichi Kawachi is a 30-year-old bachelor working a respectable job but otherwise wandering aimlessly through life. When his grandfather suddenly passes away, he returns to the family home to pay his respects. Upon arriving at the house, he meets a mysterious young girl named Rin who, to Daikichi’s astonishment, is his grandfather illegitimate daughter!The shy and unapproachable girl is deemed an embarrassment to the family, and finds herself ostracized by her father relatives, all of them refusing to take care of her in the wake of his death. Daikichi, angered by their coldness toward Rin, announces that he will take her in—despite the fact that he is a young, single man with no prior childcare experience.Usagi Drop is the story of Daikichi journey through fatherhood as he raises Rin with his gentle and affectionate nature, as well as an exploration of the warmth and interdependence that are at the heart of a happy, close-knit family.","{'Adaptation': 'Usagi Drop', 'Side story': 'Usagi Drop Specials'}","{'Rin Kaga': 'Main', 'Daikichi Kawachi': 'Main', 'Yukari Nitani': 'Supporting', 'Kouki Nitani': 'Supporting', 'Masako Yoshii': 'Supporting', 'Kazumi Kawachi': 'Supporting', 'Kenji Kawachi': 'Supporting', 'Haruko Maeda': 'Supporting'}",Rin Kaga,['Daikichi Kawachi'],"['Yukari Nitani', 'Kouki Nitani', 'Masako Yoshii', 'Kazumi Kawachi', 'Kenji Kawachi', 'Haruko Maeda']",Usagi Drop,,,Usagi Drop Specials,
204,Yoru ni Kakeru,8.36,205,4788,17630,89,unknown,1,"Adventure, Award Winning, Fantasy",Music,Josei,PG-13 - Teens 13 or older,4 min.,No information provided by MAL,Nov 16/2019,"Music video of the song ""Yoru Ni Kakeru"" by Yoasobi.","{'Adaptation': 'Usagi Drop', 'Side story': 'Usagi Drop Specials'}",{},,,[],Usagi Drop,,,Usagi Drop Specials,
205,Bakuman. 2nd Season,8.35,206,633,341585,1369,J.C.Staff,25,"Comedy, Drama, Romance",Otaku Culture,Shounen,PG-13 - Teens 13 or older,24 min. ,TV,Oct 1/2011 to Mar 24/2012,"With the serialization of their new manga, ""Detective Trap,"" the writer-artist team, Akito Takagi and Moritaka Mashiro, better known by their pseudonym Muto Ashirogi, are one step closer to becoming world-renowned mangaka. For Mashiro, however, serialization is just the first step. Having promised to marry his childhood sweetheart and aspiring voice actress, Azuki Miho, once his manga gets an anime adaptation, Mashiro must continue his to popularize Ashirogi work. A tremendously competitive cast of ambitious mangaka—including the wild genius, Eiji Niizuma; the elegant student, Yuriko Aoki, and her older admirer and partner, Takurou Nakai; the lazy prodigy, Kazuya Hiramaru; and the abrasive artist, Shinta Fukuda—both support and compete against Muto Ashirogi in creating the next big hit.As they adjust to their young and seemingly untested new editor, the dynamic duo struggle to maintain their current serialization, secure the top spot in Shounen Jack, and ultimately, achieve an anime adaptation of their manga. With new rivals and friends, Bakuman. 2nd Season continues Takagi and Mashiro inspiring story of hard work and young love.","{'Adaptation': 'Bakuman.', 'Prequel': 'Bakuman.', 'Sequel': 'Bakuman. 3rd Season', 'Summary': 'Bakuman.__Deraman.', 'Other': 'Bakuman. 2nd Season Special'}","{'Moritaka Mashiro': 'Main', 'Akito Takagi': 'Main', 'Eiji Niizuma': 'Supporting', 'Kazuya Hiramaru': 'Supporting', 'Miho Azuki': 'Supporting', 'Shinta Fukuda': 'Supporting', 'Akira Hattori': 'Supporting', 'Kaya Miyoshi': 'Supporting', 'Kouji Yoshida': 'Supporting', 'Yuriko Aoki': 'Supporting'}",Moritaka Mashiro,['Akito Takagi'],"['Eiji Niizuma', 'Kazuya Hiramaru', 'Miho Azuki', 'Shinta Fukuda', 'Akira Hattori', 'Kaya Miyoshi', 'Kouji Yoshida', 'Yuriko Aoki']",Bakuman.,Bakuman.,,,Bakuman. 3rd Season
206,Gintama: Shiroyasha Koutan,8.35,207,2453,66822,88,Sunrise,1,"Action, Comedy, Sci-Fi","Historical, Parody",Shounen,PG-13 - Teens 13 or older,10 min.,Special,Sep 21/2008,"According to Aniplex, a 10min short anime of Gintama ""Shiroyasha Koutan"" will be released on September 30th. It was shown at Jump Super Anime Tour 2008 and had never been released as a DVD.It a trailer of an imaginary Gintama movie. Gintama OVA shown at Jump Anime Tour '05 is also included in the DVD.","{'Adaptation': 'Gintama', 'Parent story': 'Gintama', 'Other': 'Gintama__Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi'}","{'Gintoki Sakata': 'Main', 'Shinpachi Shimura': 'Main', 'Kotarou Katsura': 'Main', 'Toushirou Hijikata': 'Supporting', 'Sougo Okita': 'Supporting', 'Shinsuke Takasugi': 'Supporting', 'Taizou Hasegawa': 'Supporting', 'Isao Kondou': 'Supporting'}",Gintoki Sakata,"['Shinpachi Shimura', 'Kotarou Katsura']","['Toushirou Hijikata', 'Sougo Okita', 'Shinsuke Takasugi', 'Taizou Hasegawa', 'Isao Kondou']",Gintama,,,,
207,Hellsing Ultimate,8.35,208,170,878118,20780,Madhouse,10,"Action, Horror, Supernatural","Adult Cast, Gore, Military, Vampire",Seinen,R - 17+ (violence & profanity),49 min. ,OVA,Feb 10/2006 to Dec 26/2012,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead.Integra vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil.In a battle for mankind survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one worst nightmare.","{'Adaptation': 'Hellsing', 'Alternative version': 'Hellsing', 'Summary': 'Hellsing__Digest for Freaks', 'Prequel': 'Hellsing__The Dawn'}","{'Seras Victoria': 'Main', 'Integra Fairbrook Wingates Hellsing': 'Main', 'Alexander Anderson': 'Main', 'Pip Bernadotte': 'Main', 'Walter C. Dornez': 'Supporting'}",Seras Victoria,"['Integra Fairbrook Wingates Hellsing', 'Alexander Anderson', 'Pip Bernadotte']",['Walter C. Dornez'],Hellsing,Hellsing__The Dawn,Hellsing,,
208,K-On! Movie,8.35,209,697,313547,2637,Kyoto Animation,1,"Award Winning, Comedy","CGDCT, Music",Seinen,PG-13 - Teens 13 or older,1 hr. 50 min.,Movie,Dec 3/2011,"Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure!Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls.","{'Adaptation': 'K-On!', 'Parent story': 'K-On!!'}","{'Mio Akiyama': 'Main', 'Yui Hirasawa': 'Main', 'Azusa Nakano': 'Main', 'Tsumugi Kotobuki': 'Main', 'Ritsu Tainaka': 'Main', 'Ui Hirasawa': 'Supporting', 'Sawako Yamanaka': 'Supporting', 'Nodoka Manabe': 'Supporting', 'Jun Suzuki': 'Supporting', 'Satoshi Tainaka': 'Supporting'}",Mio Akiyama,"['Yui Hirasawa', 'Azusa Nakano', 'Tsumugi Kotobuki', 'Ritsu Tainaka']","['Ui Hirasawa', 'Sawako Yamanaka', 'Nodoka Manabe', 'Jun Suzuki', 'Satoshi Tainaka']",K-On!,,,,
209,Kage no Jitsuryokusha ni Naritakute!,8.35,210,477,428838,8955,Nexus,20,"Action, Comedy, Fantasy","Isekai, Reincarnation",Seinen,R - 17+ (violence & profanity),23 min. ,TV,Oct 5/2022 to Feb 15/2023,"For as long as he can remember, Minoru Kagenou has been fixated on becoming as strong as possible, which has led him to undertake all kinds of rigorous training. This wish, however, does not stem from a desire to be recognized by others; rather, Minoru does everything he can to blend in with the crowd. So, while pretending to be a completely average student during the day, he arms himself with a crowbar and ruthlessly thrashes local biker gangs at night. Yet when Minoru finds himself in a truck accident, his ambitions seemingly come to a sudden end. In his final moments, he laments his powerlessness—no matter how much he trained, there was nothing he could do to overcome his human limitations.But instead of dying, Minoru reawakens as Cid, the second child of the noble Kagenou family, in another world—one where magic is commonplace. With the power he so desired finally within his grasp, he dons the moniker ""Shadow"" and establishes Shadow Garden: a group whose sole purpose is to combat the enigmatic Cult of Diablos, an organization born from Cid imagination. However, as Shadow Garden grows in both membership and influence, it becomes increasingly apparent that the Cult of Diablos is not as fictional as Cid had intended.","{'Adaptation': 'Kage no Jitsuryokusha ni Naritakute!', 'Other': 'Kagejitsu!', 'Sequel': 'Kage no Jitsuryokusha ni Naritakute! 2nd Season'}","{'Cid Kagenou': 'Main', 'Alexia Midgar': 'Main', 'Claire Kagenou': 'Main'}",Cid Kagenou,"['Alexia Midgar', 'Claire Kagenou']",[],Kage no Jitsuryokusha ni Naritakute!,,,,Kage no Jitsuryokusha ni Naritakute! 2nd Season
210,Kiseijuu: Sei no Kakuritsu,8.34,211,42,1759780,33205,Madhouse,24,"Action, Horror, Sci-Fi","Gore, Psychological",Seinen,R - 17+ (violence & profanity),23 min. ,TV,Oct 9/2014 to Mar 26/2015,"All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey.Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species.",{'Adaptation': 'Kiseijuu'},"{'Shinichi Izumi': 'Main', 'Ryouko Tamiya': 'Main', 'Kana Kimishima': 'Supporting', 'Satomi Murano': 'Supporting', 'Mamoru Uda': 'Supporting', 'Takeshi Hirokawa': 'Supporting'}",Shinichi Izumi,['Ryouko Tamiya'],"['Kana Kimishima', 'Satomi Murano', 'Mamoru Uda', 'Takeshi Hirokawa']",Kiseijuu,,,,
211,Neon Genesis Evangelion,8.34,212,45,1693205,99139,Gainax,26,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","Mecha, Psychological",Seinen,PG-13 - Teens 13 or older,24 min. ,TV,Oct 4/1995 to Mar 27/1996,"Fifteen years after a cataclysmic event known as the Second Impact, the world faces a new threat: monstrous celestial beings called ""Angels"" invade Tokyo-3 one by one. Mankind is unable to defend themselves against the Angels despite utilizing their most advanced munitions and military tactics. The only hope for human salvation rests in the hands of NERV, a mysterious organization led by the cold Gendou Ikari. NERV operates giant humanoid robots dubbed ""Evangelions"" to combat the Angels with state-of-the-art advanced weaponry and protective barriers known as Absolute Terror Fields.Years after being abandoned by his father, Shinji Ikari, Gendou 14-year-old son, returns to Tokyo-3. Shinji undergoes a perpetual internal battle against the deeply buried trauma caused by the loss of his mother and the emotional neglect he suffered at the hands of his father. Terrified to open himself up to another, Shinji life is forever changed upon meeting 29-year-old Misato Katsuragi, a high-ranking NERV officer who shows him a free-spirited maternal kindness he has never experienced.A devastating Angel attack forces Shinji into action as Gendou reveals his true motive for inviting his son back to Tokyo-3: Shinji is the only child capable of efficiently piloting Evangelion Unit-01, a new robot that synchronizes with his biometrics. Despite the brutal psychological trauma brought about by piloting an Evangelion, Shinji defends Tokyo-3 against the angelic threat, oblivious to his father dark machinations.","{'Adaptation': 'Neon Genesis Evangelion', 'Summary': 'Neon Genesis Evangelion__Death & Rebirth', 'Sequel': 'Neon Genesis Evangelion__The End of Evangelion', 'Alternative version': 'Evangelion__1.0 You Are (Not) Alone', 'Spin-off': 'Petit Eva__Evangelion@School', 'Other': 'Peaceful Times (F02) Petit Film', 'Character': 'Schick x Evangelion'}","{'Asuka Langley Souryuu': 'Main', 'Shinji Ikari': 'Main', 'Rei Ayanami': 'Main', 'Misato Katsuragi': 'Main', 'Kaworu Nagisa': 'Supporting', 'Gendou Ikari': 'Supporting', 'Ryouji Kaji': 'Supporting', 'Ritsuko Akagi': 'Supporting', 'Touji Suzuhara': 'Supporting'}",Asuka Langley Souryuu,"['Shinji Ikari', 'Rei Ayanami', 'Misato Katsuragi']","['Kaworu Nagisa', 'Gendou Ikari', 'Ryouji Kaji', 'Ritsuko Akagi', 'Touji Suzuhara']",Neon Genesis Evangelion,,Evangelion__1.0 You Are (Not) Alone,,Neon Genesis Evangelion__The End of Evangelion
212,Psycho-Pass,8.34,213,59,1552858,37451,Production I.G,22,"Action, Sci-Fi, Suspense","Adult Cast, Detective, Psychological",Seinen,R - 17+ (violence & profanity),23 min. ,TV,Oct 12/2012 to Mar 22/2013,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.","{'Adaptation': 'Kanshikan Tsunemori Akane', 'Other': 'All Alone With You', 'Sequel': 'Psycho-Pass 2'}","{'Shinya Kougami': 'Main', 'Shougo Makishima': 'Main', 'Akane Tsunemori': 'Main', 'Nobuchika Ginoza': 'Supporting', 'Shuusei Kagari': 'Supporting', 'Tomomi Masaoka': 'Supporting', 'Shion Karanomori': 'Supporting', 'Yayoi Kunizuka': 'Supporting', 'Jouji Saiga': 'Supporting'}",Shinya Kougami,"['Shougo Makishima', 'Akane Tsunemori']","['Nobuchika Ginoza', 'Shuusei Kagari', 'Tomomi Masaoka', 'Shion Karanomori', 'Yayoi Kunizuka', 'Jouji Saiga']",Kanshikan Tsunemori Akane,,,,Psycho-Pass 2
